"PRICING RULE DEFINITION","Pricing Rule : ","Disc","Price","T","Changed By :","REYNOLD-K1","Auto Analysis Down :","T","Changed On :","10/23/2018","Item","Discount %","Price","Analysis : ACID-TITRA","0.00","16.90","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LACTIC","0.00","10.94","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LACTOBAC","0.00","10.94","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LEAD-MS","0.00","26.66","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : L-G-ABAX-N","0.00","22.73","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : L-G-BXE-N","0.00","14.52","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LG-BXRT-EN","0.00","25.50","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : L-G-ELFAID","0.00","18.62","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LMBXID-125","0.00","34.08","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LM-CNFID","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LM-FDACN18","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LM-FDACN6","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LMONO-APCR","0.00","22.73","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LMONO-ELFA","0.00","18.62","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-APCR","0.00","14.82","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSPBXCUL","0.00","15.50","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSPBXID125","0.00","37.87","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-CNF18","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-CNF7","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-CNF8","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-CNFID2","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-CNFMOX","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-CNFMX1","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-ELFA","0.00","14.98","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSPELFA-NC","0.00","10.60","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-ELFMOX","0.00","10.60","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-FCN21","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-FCN2P","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-FCN3P6","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSPG-ELF-C","0.00","10.87","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-RK-LEN","0.00","14.50","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-UPENC","0.00","13.43","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-UPENV4","0.00","13.43","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : LSP-UPID-E","0.00","18.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : MERCURY-MS","0.00","26.66","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : MESOAER","0.00","27.85","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : MOIST-FAO","0.00","12.18","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : MOIST-KF","0.00","34.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : MOIST-VO","0.00","12.18","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : MOLD","0.00","2.61","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : ORGAN-ACID","0.00","117.02","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : PEROX-EXTR","0.00","51.71","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : PEST-MR","0.00","341.29","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : PH","0.00","8.95","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : PHOSPH-ICP","0.00","10.43","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : POTASS-ICP","0.00","10.43","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : POTASSI-MS","0.00","25.50","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : PROT-BORIC","0.00","23.89","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : PROT-COMII","0.00","23.89","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : RIBOTYPE","0.00","210.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAFTEST-PV","0.00","68.67","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-ABAXCA","0.00","18.50","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-ABAX-N","0.00","19.11","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALBAX-25","0.00","17.05","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALBAX-375","0.00","19.11","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-BAXCUL","0.00","15.50","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-CNFBAX","0.00","14.90","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALELF-25","0.00","11.88","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALELF-375","0.00","13.95","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALELF-BAX","0.00","15.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-ELF-NC","0.00","14.62","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-APCR","0.00","19.11","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN17","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN20","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN25","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN30","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN31","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN33","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN36","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN38","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-CN39","100.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALMO-ELFA","0.00","13.95","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALM-UPENC","0.00","10.60","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALM-UPENV","0.00","10.60","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-RK-E","0.00","15.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-RK-EN","0.00","15.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-SDIEF","0.00","28.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-SPTBX2","0.00","10.60","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALT-P","0.00","19.89","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SALT-V","0.00","24.38","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-UPENV","0.00","10.60","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SAL-UPENVA","0.00","10.87","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SELENIU-MS","0.00","26.66","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SG-VISCOUS","0.00","26.14","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SILVER-MS","0.00","26.66","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SODIUM-ICP","0.00","10.63","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SOLID-DSLV","0.00","32.18","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SOLID-FAO","0.00","14.63","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SOLID-VO","0.00","14.63","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SORBATE","0.00","115.05","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : STAPH-CPS","0.00","6.46","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : STAPH-ELFA","0.00","125.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : STAPH-XPRS","0.00","6.46","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : STARCH-ENZ","0.00","126.36","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SUGR-DP1-2","0.00","92.59","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : SULFITE","0.00","106.51","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : THERMOAER","0.00","27.85","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : TIN-MS","0.00","26.66","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VISC-BROOK","0.00","41.46","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VITAMIN-A","0.00","108.66","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VITAMIN-D3","0.00","180.77","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VITAMIN-E","0.00","145.98","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VIT-B12-C","0.00","112.13","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VIT-B1-C","0.00","74.10","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VIT-B2-C","0.00","90.43","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VIT-B3-C","0.00","77.80","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VIT-C-C","0.00","116.84","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : VIT-D2-D3","0.00","258.38","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : WATER-ACT","0.00","36.80","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : YEAST","0.00","2.61","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : YM","0.00","5.22","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : YM-2DPETRI","0.00","9.01","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : YM-AIR-C","0.00","5.22","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : YM-OSMO","0.00","12.92","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Analysis : YM-PETRI","0.00","5.22","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : ","0.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Biotechnology","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Dairy","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Extraneous Matter","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Instrumental Chemistry","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : IRMA","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Physical Testing","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Qualitative Micro","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Quantitative Micro","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Vitamins","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
"PRICING RULE DEFINITION","Category : Wet Chemistry","40.00","0.00","12/4/2018  4:17:13PM","","Page 1 of 1"
